id,word,part_of_speech,phonetic,level,sources,tags,ko_first,ko_joined,en_definitions_joined,definitions_count,examples_joined,needs_korean_gloss
ffce18822b8f92ec,uprising,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_15 | dictionary | open_source | wordnet,"반란, 봉기, 의거, 오르막","반란, 봉기, 의거, 오르막",organized opposition to authority; a conflict in which one faction tries to wrest control from another,1,,0
59f8863656ac3476,uprooted,,,AVL,AVL,avl | band_34 | needs_definition | needs_korean_gloss | open_source,한국어 뜻 보강 필요,한국어 뜻 보강 필요,Open-source vocabulary entry for IELTS offline study: uprooted.,1,,1
193c47c9b6c7f35c,upstairs,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_31 | dictionary | open_source | wordnet,"위층, 이층, 상공에, 위층에","위층, 이층, 상공에, 위층에",the part of a building above the ground floor || on or of upper floors of a building || on a floor above || with respect to the mind,4,no one was allowed to see the upstairs || the upstairs maid || an upstairs room,0
fd54d5aa0112760b,upstream,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_25 | band_28 | dictionary | open_source | wordnet,"상류, 상류에","상류, 상류에",in the direction against a stream's current || toward the source or against the current,2,,0
0d4c691fbc15a047,upward,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_14 | band_15 | dictionary | nawl | open_source | wordnet,"상승하는, 위쪽으로, 보다 이상, 위로 향하는","상승하는, 위쪽으로, 보다 이상, 위로 향하는",directed up || spatially or metaphorically from a lower to a higher position || to a later time,3,the cards were face upward || an upward stroke of the pen || look up!,0
d00cd19db9939894,upwardly,adverb,,AVL,AVL | WordNet,avl | band_41 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,spatially or metaphorically from a lower to a higher position,1,look up! || the music surged up || the fragments flew upwards,1
19fe0ac235e42404,urgently,adverb,,AVL,AVL | WordNet,avl | band_26 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,with great urgency,1,health care reform is needed urgently || the soil desperately needed potash,1
8f25a8a2a2164a72,urine,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_15 | dictionary | nawl | open_source | wordnet,"뇨, 소변, 오줌","뇨, 소변, 오줌",liquid excretory product,1,there was blood in his urine || the child had to make water,0
c629ba0ed3388c36,usage,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_8 | dictionary | nawl | open_source | wordnet,"관습, 구사하다, 응용, 관용법, 사용료","관습, 구사하다, 응용, 관용법, 사용료",accepted or habitual practice || the act of using || the customary manner in which a language (or a form of a language) is spoken or written,3,he warned against the use of narcotic drugs || skilled in the utilization of computers || English usage,0
b58b70ae0323dadb,usefully,adverb,,AVL,AVL | WordNet,avl | band_29 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,in a useful manner,1,extra money could be usefully spent on this project,1
8884fd30d64e5cf9,utility,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_4 | dictionary | nawl | open_source | wordnet,"실용, 유용, 유용물, 허드렛방, 다용도 항공기","실용, 유용, 유용물, 허드렛방, 다용도 항공기",the service (electric power or water or transportation) provided by a public utility || a facility composed of one or more pieces of equipment connected to or part of a structure and designed to provide a service such as heat or electricity or water or sewage disposal || the quality of being of practical use || (computer science) a program designed for general support of the processes of a computer || a company that performs a public service; subject to government regulation || (economics) a measure that is to be maximized in any situation involving choice,6,the cost of utilities never decreases || all the utilities were lost after the hurricane || the price of the house included all utilities,0
c7bed6d783c875c0,utilize,verb,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_5 | dictionary | nawl | open_source | wordnet,활용하다,활용하다,convert (from an investment trust to a unit trust) || put into service; make work or employ for a particular purpose or for its inherent or natural purpose,2,use your head! || we only use Spanish at home || I can't use this tool,0
7d937b7c2958cccd,utterance,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_16 | dictionary | nawl | open_source | wordnet,"말씨, 말함, 발성, 발언, 언설","말씨, 말함, 발성, 발언, 언설",the use of uttered sounds for auditory communication,1,,0
ae98a50cd3718787,V-shaped,adjective,,AVL,AVL | WordNet,avl | band_42 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,shaped in the form of the letter V,1,,1
18c0f103187c5c94,vacation,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_10 | dictionary | open_source | wordnet,"휴가, 휴무, 휴정기","휴가, 휴무, 휴정기",the act of making something legally void || leisure time away from work devoted to rest or pleasure || spend or take a vacation,3,we get two weeks of vacation every summer || we took a short holiday in Puerto Rico,0
9776ceb1c61ac9df,vagaries,,,AVL,AVL,avl | band_30 | needs_definition | needs_korean_gloss | open_source,한국어 뜻 보강 필요,한국어 뜻 보강 필요,Open-source vocabulary entry for IELTS offline study: vagaries.,1,,1
94d08d6a07e1a9a8,vague,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_11 | dictionary | nawl | open_source | wordnet,"는지, 막연, 모호하다, 몽롱하다, 삭막하다","는지, 막연, 모호하다, 몽롱하다, 삭막하다","not clearly expressed or understood; ; -Anatole Broyard; - P.A.Sorokin; - John Locke || not precisely limited, determined, or distinguished || lacking clarity or distinctness",3,"an obscure turn of phrase || an impulse to go off and fight certain obscure battles of his own spirit || their descriptions of human behavior become vague, dull, and unclear",0
bec262808ffd3076,valid,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_7 | dictionary | nawl | open_source | wordnet,유효하다,유효하다,still legally acceptable || well grounded in logic or truth or having legal force,2,the license is still valid || a valid inference || a valid argument,0
e204d28a2874f612,validate,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_9 | dictionary | open_source | wordnet,비준하다,비준하다,make valid or confirm the validity of || prove valid; show or confirm the validity of something || give evidence for || declare or make legally valid,4,validate a ticket,0
c5aa6755315606b7,validity,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_4 | dictionary | nawl | open_source | wordnet,수출인증액,수출인증액,the quality of being valid and rigorous || the quality of having legal force or effectiveness,2,,0
fc3fb5a92ee6c281,valuable,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_4 | dictionary | open_source | wordnet,"값지다, 귀하다, 값나가다, 고귀, 보배롭다","값지다, 귀하다, 값나가다, 고귀, 보배롭다",something of value || having great material or monetary value especially for use or exchange || having worth or merit or value,3,all our valuables were stolen || a valuable diamond || a valuable friend,0
fecb26fa4dc97976,valve,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_8 | dictionary | nawl | open_source | wordnet,"잠그다, 판, 밸브","잠그다, 판, 밸브",one of the paired hinged shells of certain molluscs and of brachiopods || the entire one-piece shell of a snail and certain other molluscs || control consisting of a mechanical device for controlling the flow of a fluid || device in a brass wind instrument for varying the length of the air column to alter the pitch of a tone || a structure in a hollow organ (like the heart) with a flap to insure one-way flow of fluid through it,5,,0
6af7bb1928af5bff,vanguard,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_15 | dictionary | open_source | wordnet,"선구, 전위, 선도자, 지도적 지위","선구, 전위, 선도자, 지도적 지위",the position of greatest importance or advancement; the leading position in any movement or field || the leading units moving at the head of an army || any creative group active in the innovation and application of new concepts and techniques in a given field (especially in the arts),3,the Cotswolds were once at the forefront of woollen manufacturing in England || the idea of motion was always to the forefront of his mind and central to his philosophy,0
540a484fcd4ab707,vaporize,verb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_34 | dictionary | open_source | wordnet,"기화시키다, 증발시키다","기화시키다, 증발시키다",decrease rapidly and disappear || lose or cause to lose liquid by vaporization leaving a more concentrated residue || turn into gas || kill with or as if with a burst of gunfire or electric current or as if by shooting,4,the money vanished in las Vegas || all my stock assets have vaporized || evaporate milk,0
3cbca5d166377809,variability,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_8 | dictionary | nawl | open_source | wordnet,"가변, 부정, 변이성, 변화성","가변, 부정, 변이성, 변화성",the quality of being subject to variation || the quality of being uneven and lacking uniformity,2,,0
b46d0172433dd689,variable,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_2 | band_9 | dictionary | open_source | wordnet,"변수, 번이하는, 변할 수 있는","변수, 번이하는, 변할 수 있는",a quantity that can assume any of a set of values || a symbol (like x or y) that is used in mathematical or logical expressions to represent a variable quantity || something that is likely to vary; something that is subject to variation || a star that varies noticeably in brightness || (used of a device) designed so that a property (as e.g. light) can be varied || liable to or capable of change,6,the weather is one variable to be considered || a variable capacitor || variable filters in front of the mercury xenon lights,0
e596b996f92d6820,variance,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_5 | dictionary | nawl | open_source | wordnet,"상위, 이간하다, 와 틀려","상위, 이간하다, 와 틀려",an activity that varies from a norm or standard || an official dispensation to act contrary to a rule or regulation (typically a building regulation) || the quality of being subject to variation || a difference between conflicting facts or claims or opinions || the second moment around the mean; the expected value of the square of the deviations of a random variable from its mean value || discord that splits a group,6,any variation in his routine was immediately reported || a zoning variance || a growing divergence of opinion,0
0e1d14a2180a6234,variant,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_11 | dictionary | nawl | open_source | wordnet,"서, 변체, 이문, 이설, 이형","서, 변체, 이문, 이설, 이형",something a little different from others of the same type || a variable quantity that is random || an event that departs from expectations || (biology) a group of organisms within a species that differ in trivial ways from similar groups || differing from a norm or standard || exhibiting variation and change,6,an experimental version of the night fighter || a variant of the same word || an emery wheel is the modern variation of a grindstone,0
8cddc43d00e74f8c,vascular,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_14 | dictionary | open_source | wordnet,맥관의,맥관의,of or relating to or having vessels that conduct and circulate fluids,1,vascular constriction || a vascular bundle,0
6474eb9eaf3d054f,vastness,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_38 | dictionary | open_source | wordnet,광대,광대,unusual largeness in size or extent or number,1,,0
027c1146b1b8f927,vector,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_11 | dictionary | nawl | open_source | wordnet,"동경, 벡터, 방향량, 진로를 인도하다","동경, 벡터, 방향량, 진로를 인도하다",(genetics) a virus or other agent that is used to deliver DNA to a cell || a variable quantity that can be resolved into components || any agent (person or animal or microorganism) that carries and transmits a disease || a straight line segment whose length is magnitude and whose orientation in space is direction,4,mosquitos are vectors of malaria and yellow fever || fleas are vectors of the plague || aphids are transmitters of plant diseases,0
9066a8add0c3a3d5,vegetation,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_9 | dictionary | nawl | open_source | wordnet,식생,식생,"inactivity that is passive and monotonous, comparable to the inactivity of plant life || an abnormal growth or excrescence (especially a warty excrescence on the valves of the heart) || all the plant life in a particular region or period || the process of growth in plants",4,their holiday was spent in sleep and vegetation || Pleistocene vegetation || the flora of southern California,0
420ea56b9d5e50c6,vehement,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_39 | dictionary | open_source | wordnet,열정적인,열정적인,marked by extreme intensity of emotions or convictions; inclined to react violently; fervid || characterized by great force or energy,2,fierce loyalty || in a tearing rage || vehement dislike,0
9c795e6a9969fe9d,vein,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_11 | dictionary | nawl | open_source | wordnet,"광맥, 기질, 돌결, 맥을내다, 시맥","광맥, 기질, 돌결, 맥을내다, 시맥",one of the horny ribs that stiffen and support the wing of an insect || a blood vessel that carries blood from the capillaries toward the heart || a distinctive style or manner || a layer of ore between layers of rock || any of the vascular bundles or ribs that form the branching framework of conducting and supporting tissues in a leaf or other plant organ || make a veinlike pattern,6,all veins except the pulmonary vein carry unaerated blood || he continued in this vein for several minutes,0
caf83e3e0df47d39,velocity,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_8 | dictionary | nawl | open_source | wordnet,"속력, 빠르기","속력, 빠르기",distance travelled per unit time,1,,0
b6af8b234d9c1160,venerate,verb,,AVL,AVL | WordNet,avl | band_36 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,regard with feelings of respect and reverence; consider hallowed or exalted or be in awe of,1,Fear God as your father || We venerate genius,1
d5f00d0b73fb3c7f,Venetian,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_23 | dictionary | open_source | wordnet,"베니스사람, 베니스의, 베니스풍의","베니스사람, 베니스의, 베니스풍의",a resident of Venice || of or relating to or characteristic of Venice or its people,2,Venetian glass || Venetian canals,0
049901e0b6123ec5,vengeful,adjective,,AVL,AVL | WordNet,avl | band_42 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,disposed to seek revenge or intended for revenge; - Shakespeare; - M.R.Cohen,1,more vindictive than jealous love || punishments...essentially vindictive in their nature,1
94f37bc98ffed695,veracity,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_31 | dictionary | open_source | wordnet,정직,정직,unwillingness to tell lies,1,,0
a1cca50fa76375fa,verbal,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_5 | dictionary | nawl | open_source | wordnet,"변, 구두, 구름, 표현, 준동사","변, 구두, 구름, 표현, 준동사",communicated in the form of words || prolix; - Shakespeare || relating to or having facility in the use of words || expressed in spoken words || of or relating to or formed from a verb || of or relating to or formed from words in general,6,verbal imagery || a verbal protest || you put me to forget a lady's manners by being so verbal,0
41ff5d16be9d0ce6,verbally,adverb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_18 | dictionary | open_source | wordnet,"말로, 구두로, 언어로, 동사로서, 동사적으로","말로, 구두로, 언어로, 동사로서, 동사적으로",by means of language || as a verb,2,verbally expressive || he had a habit of using nouns verbally,0
d99a2118f4512158,verbatim,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_32 | dictionary | open_source | wordnet,축어적인,축어적인,in precisely the same words used by a writer or speaker || using exactly the same words,2,a direct quotation || repeated their dialog verbatim || he repeated her remarks verbatim,0
dee80ff8ce535d6f,vertebra,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_25 | dictionary | open_source | wordnet,"등뼈, 척추골","등뼈, 척추골",one of the bony segments of the spinal column,1,,0
1b0180614a296075,vertical,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_7 | dictionary | nawl | open_source | wordnet,"단소, 세로, 수직으로, 대정의, 수직의","단소, 세로, 수직으로, 대정의, 수직의",a vertical structural member as a post or stake || something that is oriented vertically || of or relating to different levels in a hierarchy (as levels of social class or income group) || at right angles to the plane of the horizon or a base line || upright in position or posture || relating to or involving all stages of a business from production to distribution,6,the ball sailed between the uprights || vertical social mobility || a vertical camera angle,0
a7e05566f3eeac5f,viable,adjective,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_8 | dictionary | nawl | open_source | wordnet,"자랄 수 있는, 생존할 수 있는","자랄 수 있는, 생존할 수 있는",capable of life or normal growth and development || capable of being done with means at hand and circumstances as they are,2,viable seeds || a viable fetus,0
a0616b3526a2f39f,vicinity,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_17 | dictionary | open_source | wordnet,"결, 곁, 녘, 옆, 근방","결, 곁, 녘, 옆, 근방",a surrounding or nearby region,1,the plane crashed in the vicinity of Asheville || it is a rugged locality || he always blames someone else in the immediate neighborhood,0
59c2c3266e91a09b,vigilant,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_26 | dictionary | open_source | wordnet,"경계하다, 자지 않고 지키는","경계하다, 자지 않고 지키는",carefully observant or attentive; on the lookout for possible danger,1,a policy of open-eyed awareness || the vigilant eye of the town watch || there was a watchful dignity in the room,0
961fb320c0eada49,vignette,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_17 | dictionary | open_source | wordnet,"당초문, 인물 스케치","당초문, 인물 스케치",a small illustrative sketch (as sometimes placed at the beginning of chapters in books) || a photograph whose edges shade off gradually || a brief literary description,3,,0
d4362077965ab4fc,vigorous,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_11 | dictionary | open_source | wordnet,"강장, 씩씩하다, 장정, 힘찬, 기운찬","강장, 씩씩하다, 장정, 힘찬, 기운찬",characterized by forceful and energetic action or activity || strong and active physically or mentally; - W.H.Hudson,2,a vigorous hiker || gave her skirt a vigorous shake || a vigorous campaign,0
51b98b8dbf26e6b3,villager,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_11 | dictionary | open_source | wordnet,"마을 사람, 시골 사람","마을 사람, 시골 사람",one who has lived in a village most of their life,1,,0
19d75722f9a90430,vineyard,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_20 | dictionary | open_source | wordnet,"포도밭, 포도원","포도밭, 포도원",a farm of grapevines where wine grapes are produced,1,,0
27727513a4e5f7b1,violator,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_25 | dictionary | open_source | wordnet,"강간자, 모독자, 방해자, 위반자, 위배자","강간자, 모독자, 방해자, 위반자, 위배자",someone who assaults others sexually || someone who violates the law,2,,0
c8ceaa59d3031a31,violence,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_2 | dictionary | open_source | wordnet,"난폭, 폭력, 폭행, 행패","난폭, 폭력, 폭행, 행패",an act of aggression (as one against a person who resists) || the property of being wild or turbulent || a turbulent state resulting in injuries and destruction etc.,3,he may accomplish by craft in the long run what he cannot do by force and violence in the short one || the storm's violence,0
b29400dad6cc5f50,virtue,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_5 | dictionary | nawl | open_source | wordnet,"덕, 고결, 공덕, 미덕, 미점","덕, 고결, 공덕, 미덕, 미점",the quality of doing what is right and avoiding what is wrong || a particular moral excellence || morality with respect to sexual relations || any admirable quality or attribute,4,work of great merit,0
ad427779d5c7c816,virtuoso,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_40 | dictionary | open_source | wordnet,미술품 감정가,미술품 감정가,someone who is dazzlingly skilled in any field || a musician who is a consummate master of technique and artistry,2,,0
10ab3671bfdfceba,virtuous,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_19 | dictionary | open_source | wordnet,"맑다, 공옥, 도덕적인, 선량한, 덕이 있는","맑다, 공옥, 도덕적인, 선량한, 덕이 있는",in a state of sexual virginity || morally excellent,2,pure and vestal modesty || a spinster or virgin lady || men have decreed that their women must be pure and virginal,0
5e625b5d537b45e3,virulent,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_26 | dictionary | open_source | wordnet,"맹독, 악성인, 악의에 찬","맹독, 악성인, 악의에 찬",infectious; having the ability to cause disease || harsh or corrosive in tone || extremely poisonous or injurious; producing venom,3,an acerbic tone piercing otherwise flowery prose || a barrage of acid comments || her acrid remarks make her many enemies,0
a86cc887d959da13,visceral,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_26 | dictionary | open_source | wordnet,"감정적인, 비이성적인, 도리를 모르는","감정적인, 비이성적인, 도리를 모르는",obtained through intuition rather than from reasoning or observation || relating to or affecting the viscera,2,visceral bleeding || a splanchnic nerve,0
e0239cbd5e97c4bb,visiting,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_13 | dictionary | open_source | wordnet,"내방, 명함, 방문, 방북, 방중","내방, 명함, 방문, 방북, 방중",the activity of making visits,1,"the purpose was to promote homes, clubs, visiting, and other services",0
0737a0f458476992,visually,adverb,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_7 | dictionary | open_source | wordnet,"외관상, 겉보기로는, 눈에 보이게","외관상, 겉보기로는, 눈에 보이게",with respect to vision,1,visually distorted,0
b5bdfc75da37d3cb,vitality,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_14 | dictionary | open_source | wordnet,"기, 원기, 활기, 활력","기, 원기, 활기, 활력",an energetic style || the property of being able to survive and grow || (biology) a hypothetical force (not physical or chemical) once thought by Henri Bergson to cause the evolution and development of organisms || a healthy capacity for vigorous activity,4,the vitality of a seed || jogging works off my excess energy || he seemed full of vim and vigor,0
e492e8cc2e352d1e,vitamin,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_6 | dictionary | nawl | open_source | wordnet,"비타민, 비타민 결핍증","비타민, 비타민 결핍증",any of a group of organic substances essential in small quantities to normal metabolism,1,,0
21861253d6fcd033,vocabulary,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_8 | dictionary | nawl | open_source | wordnet,"어휘, 단어집, 표제어","어휘, 단어집, 표제어",a language user's knowledge of words || the system of techniques or symbols serving as a means of expression (as in arts or crafts) || a listing of the words used in some enterprise,3,he introduced a wide vocabulary of techniques,0
a160af253bbe8971,vocation,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_13 | dictionary | open_source | wordnet,"사명, 신명, 적성, 직업, 천직","사명, 신명, 적성, 직업, 천직",the particular occupation for which you are trained || a body of people doing the same kind of work,2,,0
5b12b97a4b6689b1,volatile,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_13 | dictionary | open_source | wordnet,"덧없는, 비지구의","덧없는, 비지구의",a volatile substance; a substance that changes readily from solid or liquid to a vapor || tending to vary often or widely || marked by erratic changeableness in affections or attachments || liable to lead to sudden change or violence || evaporating readily at normal temperatures and pressures,5,it was heated to evaporate the volatiles || volatile stocks || volatile emotions,0
c58fd43be93b9890,volcanic,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_14 | dictionary | open_source | wordnet,흑요석,흑요석,igneous rock produced by eruption and solidified on or near the earth's surface; rhyolite or andesite or basalt || explosively unstable || relating to or produced by or consisting of volcanoes,3,volcanic rock includes the volcanic glass obsidian || a volcanic temper || volcanic steam,0
00ff1c17090faf64,volition,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_38 | dictionary | nawl | open_source | wordnet,"의욕, 의지, 의지력, 결의, 자의","의욕, 의지, 의지력, 결의, 자의",the act of making a choice || the capability of conscious choice and decision and intention; - George Meredith,2,followed my father of my own volition || the exercise of their volition we construe as revolt,0
f2d494f23cdd0c8c,vowel,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_23 | dictionary | nawl | open_source | wordnet,"모음, 중성, 홀소리, 모음전환, 모음조화","모음, 중성, 홀소리, 모음전환, 모음조화",a speech sound made with the vocal tract open || a letter of the alphabet standing for a spoken vowel,2,,0
1aed88e4a7e5cd30,waitress,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_39 | dictionary | open_source | wordnet,"여급, 여급사, 종업원","여급, 여급사, 종업원",a woman waiter || serve as a waiter or waitress in a restaurant,2,I'm waiting on tables at Maxim's,0
0c06ea682b4f1ed3,wanderer,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_33 | dictionary | open_source | wordnet,"떠돌이, 방랑자","떠돌이, 방랑자",a computer program that prowls the internet looking for publicly accessible resources that can be added to a database; the database can then be searched with a search engine || someone who leads a wandering unsettled life,2,,0
149b58b21db6aeb5,wardrobe,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_31 | dictionary | open_source | wordnet,"옷장, 의상, 의상실, 서랍 침대","옷장, 의상, 의상실, 서랍 침대",a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes || collection of clothing belonging to one person || collection of costumes belonging to a theatrical company,3,,0
0cf5f9cdc9bfc5f6,warranty,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_20 | dictionary | open_source | wordnet,"담보, 보장, 보증","담보, 보장, 보증",a written assurance that some product or service will be provided or will meet certain specifications,1,,0
c7ec581871e1ace4,wash-out,,,AVL,AVL,avl | band_41 | needs_definition | needs_korean_gloss | open_source,한국어 뜻 보강 필요,한국어 뜻 보강 필요,Open-source vocabulary entry for IELTS offline study: wash-out.,1,,1
fa514b3732fa9024,wasteful,adjective,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_26 | dictionary | open_source | wordnet,낭비하는,낭비하는,laying waste; - Shakespeare || inefficient in use of time and effort and materials || tending to squander and waste,3,when wasteful war shall statues overturn || a clumsy and wasteful process || wasteful duplication of effort,0
de8727da78664986,watchdog,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_30 | dictionary | open_source | wordnet,집지키는 개,집지키는 개,a dog trained to guard property || a guardian or defender against theft or illegal practices or waste,2,she is the global watchdog for human rights abuses,0
0b585468fc474063,watchful,adjective,,AVL,AVL | WordNet,avl | band_32 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,engaged in or accustomed to close observation || experiencing or accompanied by sleeplessness; ; ; ; - Shakespeare,2,"caught by a couple of alert cops || alert enough to spot the opportunity when it came || constantly alert and vigilant, like a sentinel on duty",1
63a568cef6cf1c14,watering,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_38 | dictionary | open_source | wordnet,"살수, 급수장, 살수차, 온천장, 물뿌리개","살수, 급수장, 살수차, 온천장, 물뿌리개",wetting with water || shedding tears,2,the lawn needs a great deal of watering,0
d6367cebd72fc0ba,watershed,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_11 | dictionary | nawl | open_source | wordnet,"수계, 유역, 분수계, 분수령","수계, 유역, 분수계, 분수령",an event marking a unique or important historical change of course or one on which important developments depend || the entire geographical area drained by a river and its tributaries; an area characterized by all runoff being conveyed to the same outlet || a ridge of land that separates two adjacent river systems,3,the agreement was a watershed in the history of both nations || flood control in the Missouri basin,0
173f03daf0328285,waterway,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_22 | dictionary | open_source | wordnet,"수로, 운하","수로, 운하",a conduit through which water flows || a navigable body of water,2,,0
0080bdd2521ab462,waveform,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_28 | dictionary | open_source | wordnet,파형,파형,the shape of a wave illustrated graphically by plotting the values of the period quantity against time,1,,0
0d053ac26d8e4742,wavelength,noun,,NAWL,AVL | Kengdic | NAWL | WordNet | cc-kedict,avl | band_9 | dictionary | nawl | open_source | wordnet,파장,파장,the distance (measured in the direction of propagation) between two points in the same phase in consecutive cycles of a wave || a shared orientation leading to mutual understanding,2,they are on the same wavelength,0
7632cf0b8c153860,weakened,adjective,,AVL,AVL | WordNet,avl | band_32 | dictionary | needs_korean_gloss | open_source | wordnet,한국어 뜻 보강 필요,한국어 뜻 보강 필요,damaged; used of inanimate objects or their value || mixed with water || reduced in strength || impaired by diminution || made weak or weaker,5,sold cut whiskey || a cup of thinned soup || the faded tones of an old recording,1
301ce3955ba40139,weakness,noun,,AVL,AVL | Kengdic | WordNet | cc-kedict,avl | band_6 | dictionary | open_source | wordnet,"결점, 나약, 박약, 약세, 약점","결점, 나약, 박약, 약세, 약점",the property of lacking physical or mental strength; liability to failure under pressure or stress or strain || powerlessness revealed by an inability to act || a penchant for something even though it might not be good for you || a flaw or weak point || the condition of being financially weak,5,his weakness increased as he became older || the weakness of the span was overlooked until it collapsed || in spite of their weakness the group remains active,0
